Title,Url,Date,Author,Category,Text
"Editorial: Order, order",https://newstodaynet.com/2020/05/09/editorial-order-order-3/,"May 9, 2020",NT Bureau,Crimes,"The Madras High Court Friday ordered the closure of government-run retail liquor outlets in the State till the lockdown is lifted.
The court said the government can use online and home delivery models to sell liquor during the lockdown period. This may have shocked tipplers who celebrated the opening of shutters Thursday. But people from various walks of lives have welcomed it.
The court earlier allowed opening of TASMAC shops with severe restrictions. The norms insisted by the court included rationing by permitting one person to purchase only one bottle of liquor (750 ml) per day.
Unfortunately there was mad rush in front of these shops and social distancing went for a toss. Also number of crimes increased in the past couple of days. Even the opposition led by the DMK staged protest against opening TASMAC shops.
It remains to be seen if the order of the High Court is challenged. But be it TASMAC or even the grocery market, people should follow certain hygiene. They should carry sanitisers and wear masks. Stay a few meters away from others. A healthy environment alone can fight the deadly pandemic called corona.
 "
"Chennaiites afraid of many things apart from Covid-19, reveals survey",https://newstodaynet.com/2020/05/06/chennaiites-afraid-of-many-things-apart-from-covid-19-reveals-survey/,"May 6, 2020",Naomi N,Crimes,"Chennai: Crime rates have plummeted across the State due to the Covid-19 lockdown. This has come as a breather for many including the State police department.
Theft, robbery, murders and road accidents are not taking place. But, this has not erased the fear in minds of people even as they stay indoors day and night, a study says.
Michael L Valan, Assistant Professor from Department of Criminology and Police Administration, D G Vaishnav College conducted a study using Google Forms, “Research on Fear of Crime during Covid-19 Lockdown Period.”
The study says that 30 per cent of the population have fear of crimes such as theft, robbery, dacoity, bank frauds, online frauds, Intimate Partner Violence (IPV) or sexual victimisation.
One in three persons have fear of being victimised by any form of crime. The survey had 539 respondents from varying age groups exploring the possibility of crimes inside their houses.
The research stated that the contributing factors to fearfulness among people were: hearsay news and social media, television news, newspapers, responses from government and staying away from home.
The survey had 12 questions in four sections asking respondents about fear of being victim of crime during this time, fear of possibility of dacoity, fearful of being a victim of attack and robbery, fear of losing valuables such as laptops and gadgets or being subjected to cyber crime victimisation, as there is a surge since lockdown on people using online apps for paying bills and transferring funds.
The respondents were asked to mark from one to five, one being the least and five being highly fearful. So, how updated are the respondents on current affairs?
Among those took part in the survey, 54 per cent said they had television as their source of information, while 33 per cent relied on various apps and social media, seven per cent read news papers and 9.1 per cent gathered news through conversations from friends and families.
On an average the respondents said they spent an average of 1.78 hours on social media. Overall, 49 per cent had a fear of becoming a victim had crime.
The survey found that 22.4 per cent feared that when they go out for grocery shopping they might be robbed of their phone or wallets. 9.1 percent had substantial fear, while, 59.3 per cent had no such fear.
In some villages, a few houses were vandalised by alcoholics. Responding to such a question, 28.9 were minimally fearful and 64.3 per cent had no fear of their houses being vandalised.
Even while staying in their houses, 38 per cent expressed fear of their properties, cash, gold and costly accessories being stolen.
However, the highest fear among people was regarding net banking and online transaction of money related to credit card or bank account misappropriation. 57.8 per cent of the respondents had an overall fear, out of which 20.6 per cent were highly fearful that their bank information could be stolen.
Another 53.1 per cent said they feared being a victim of e-mail bombing, online virus attack, phishing and pornography.
Interestingly, as many as 62 percent feared being cheated by several persons and platforms asking for donations for Covid-19 relief.
Nearly, 35 per cent had fear of their belongings and properties kept at work places being damaged or stolen. Out of the 432 respondents who were married, 31.9 per cent had an overall fear of domestic violence and IPV.
To the question of female sexual victimisation during a lockdown, 32 per cent have the fear for the female members of their families being victimised.
The survey also analysed the factors contributing to fear of crime. While 55.4 per cent said hearsay news and social media was a factor, 33.9 per cent said watching televsion news added to fears. 21.1 per cent attributed it to newspaper articles, 30.3 per cent said the lack of police presence and police stations not taking complaints was a reason.
Among the survey respondents, 30 per cent were graduates, 32 per cent were post graduates, 18 per cent had school education and 11 per cent had no formal education.
 "
No compromise on healthcare workers’ safety: Modi,https://newstodaynet.com/2020/04/22/no-compromise-on-healthcare-workers-safety-modi/,"April 22, 2020",NT Bureau,Crimes,"Chennai: Prime Minister Narendra Modi today said there is no compromise on the safety of healthcare professionals in the country, who are fighting with Covid-19.
In a tweet, he said, ‘The Epidemic Diseases (Amendment) Ordinance, 2020 manifests our commitment to protect each and every healthcare worker who is bravely battling COVID-19 on the frontline.’
The Prime Minister added: ‘It will ensure safety of our professionals. There can be no compromise on their safety!’
The Union Cabinet on Wednesday approved an ordinance making acts of violence and harassment against healthcare personnel deployed in combating COVID-19 a non-bailable offence with maximum punishment of seven years and Rs 5 lakh fine, meeting a key demand of health professionals in the wake of recent attacks on them.
Asserting that the government has “zero tolerance” for violence and harassment against doctors, nurses, paramedics and other healthcare personnel, Union Minister Prakash Javadekar said a person can be sentenced to anywhere between three months and five years in jail, besides a fine between Rs 50,000 and two lakh, for such crimes under the new provision.
In cases where injuries are serious, the punishment will range from six months to seven years, and carry fine between Rs 1-5 lakhs, the minister told reporters.
The ordinance will amend the Epidemic Diseases Act, 1897, and the amended law will also be invoked if healthcare personnel face harassment from their landlords or neighbours over suspicion that they may carry the coronavirus infection due to the nature of their work, he said."
Cabinet clears ordinance to punish those attacking healthcare personnel; up to 7 yrs jail,https://newstodaynet.com/2020/04/22/cabinet-clears-ordinance-to-punish-those-attacking-healthcare-personnel-up-to-7-yrs-jail/,"April 22, 2020",NT Bureau,Crimes,"New Delhi: The Union Cabinet on Wednesday approved an ordinance making acts of violence and harassment against healthcare personnel deployed in combating COVID-19 a non-bailable offence with maximum punishment of seven years and Rs 5 lakh fine, meeting a key demand of health professionals in the wake of recent attacks on them.
Asserting that the government has “zero tolerance” for violence and harassment against doctors, nurses, paramedics and other healthcare personnel, Union Minister Prakash Javadekar said a person can be sentenced to anywhere between three months and five years in jail, besides a fine between Rs 50,000 and two lakh, for such crimes under the new provision.
In cases where injuries are serious, the punishment will range from six months to seven years, and carry fine between Rs 1-5 lakhs, the minister told reporters.
The ordinance will amend the Epidemic Diseases Act, 1897, and the amended law will also be invoked if healthcare personnel face harassment from their landlords or neighbours over suspicion that they may carry the coronavirus infection due to the nature of their work, he said.
An offence under the amended law will be cognizable and non-bailable, Javadekar said.
Cognizable and non-bailable offence means that police can arrest the accused, and only courts can release them on bail.
“Our government has zero tolerance against violence and harassment targeting doctors, nurses, paramedics and ASHA workers when they are doing their best to fight the pandemic,” he said.
People responsible for violence will also be liable to pay damages, which will be double the market value of the property vandalised, the Information and Broadcasting minister said.
“The government is ensuring that our health professionals can work without any tension,” he added.
Healthcare professionals have faced violent attacks in some areas during their drive to test people for suspected infection or quarantine them.
There have also been reports that their landlords or neighbours in some cases opposed their presence claiming they may be carriers of the infection.
Prime Minister Narendra Modi had often condemned such cases of attacks and harassment, while lauding the role of healthcare professionals in combating the deadly disease.
Asked whether the changes in the law will be applicable even after the threat of COVID-19 is over, Javadekar told reporters that the ordinance has been approved to amend the Epidemic Act.
“But it is a good beginning,” he said, without elaborating.
Javadekar noted that Home Minister Amit Shah and Health Minister Harsh Vardhan had a meeting through video conference with with a group of doctors and representatives of the Indian Medical Association (IMA) earlier on Wednesday.
The government assured them that they will be protected, he said.
The IMA, which had been demanding a law to protect healthcare professionals, called off its proposed ”White alert” and ”Black day” protests scheduled on April 22 and 23 following the meeting.
The I and B minister underlined the government”s commitment to helping health professionals involved in fighting COVID-19 by noting that it had earlier brought them under an insurance cover of Rs 50 lakh.
As of now, over 723 COVID-19 hospitals, 1.86 lakh beds and over 24,000 beds with ICU facilities have been created to deal with the pandemic, he said.
The amended law will come into effect after the President promulgates it and the government notifies it."
Banks don’t make calls to customers over EMI: Police,https://newstodaynet.com/2020/04/07/banks-dont-make-calls-to-customers-police/,"April 7, 2020",NT Bureau,Crimes,"Chennai: Even as crimes rates in the city are at all time low after the enforcement of Section 144 in order to contain the spread of Coronavirus, police say fraudsters are using the opportunity to carry out bank frauds.
As a warning to stay safe, the Cyber Crime Cell has issued an alert to the public. The notice reads, “You may receive a call asking for OTP to postpone your EMI. Fraudsters are waiting to siphon off all your money. Your bank will never ask for OTP, Pin, CVV or your net banking passwords.”
Officials of Cyber Crime Cell in the city said so far no cases have been registered. But, the alert was issued after the police got information that such fraudsters were on the prowl trying to cheat unsuspecting persons.
A police source said, “Some persons have called people asking for banking details saying the government was dispensing funds as part of coronavirus relief. Public should know neither the government nor the banks will call and ask for banking details or personal pin numbers.”
He said that the miscreants told callers that the government wanted to transfer funds through banks to avoid crowding. The fact is, the government is only giving relief fund through ration shops. The fraudsters ask for OTP or PIN numbers or send a QR code for scan.
The official said that people should be informed that banks do not call customers unless they initiate and establish contact.
 "
"As corona cases rise, crime rates fall",https://newstodaynet.com/2020/04/06/as-corona-cases-rise-crime-rates-fall/,"April 6, 2020",Naomi N,Crimes,"Chennai: The city is at its safest ever since 24 March- This is what the police say when asked about crime rates post implementation of Section 144. It looks like coronavirus has not hit the legal businesses alone, but also the illegal ones.
Other than recording lockdown violation cases, the ‘regular offences’ such as robbery, chain snatching, mobile phone snatching, house break-ins and violence are almost at zero.
This is because everyone is inside their house and police are carrying out intense patrolling. There is no way a crime can be committed.
There is police presence every 100 meters. Take for example T Nagar- one of the largest police districts with a heavy population of families living here and it is also a commercial hub.
“As many as 20 crime cases are registered on an average day. Mostly chain snatching or mobile phone thefts. But for the past 12 days we are filing only 144 violations”, a police source said.
A Sub-Inspector of police explains, “The shops are all closed and people are inside their houses. A person cannot rob with so much policemen roaming around. Even if gold is stolen, the pawn shops are closed, so it is of no use. The TASMAC outlets are not functioning, and this has reduced a lot of Law and Order incidents. Otherwise there will be drunken brawls and domestic violence cases. Even if money is stolen there are no avenues to spend it. There is no use of committing an offence right now.”
Even areas where rowdyism is normally high paint a very laidback picture.
“We keep a check on where the anti-socials are located. We used to get a lot of complaints of rowdyism, family and financial disputes. However, post the lockdown only a single case of a missing mobile phone was filed,” says another officer.
But police fear and predict that there would be a spike in the cases after the lockdown is lifted
Inspector of Thirumangalam, Ravi says, areas like Anna Nagar are peaceful.
“Our whole concentration is on containing coronavirus. The City Commissioner A K Viswanathan and all Joint Commissioners and Additional Commissioners are working on implementing Section 144 effectively and combating the virus. Anna Nagar, like rest of the city, is now low on crimes.”
Interestingly, around 600 inmates from Puzhal were given an interim bail ahead of the lockdown. 
When asked how the offenders were being monitored, a police source said, “600 inmates, including 37 women will have to appear before court on 16, 19 and 24 April. They are all first time offenders, mostly family dispute cases. If they fail to appear before court, an arrest warrant will be issued.”"
Editoiral: “Interest” diversion,https://newstodaynet.com/2020/04/02/editoiral-interest-diversion/,"April 2, 2020",NT Bureau,Crimes,"A lot of other issues are getting submerged in the corona tsunami, as the newsprint, internet and television bulletins are full of Covid-19 stories. One such thing that missed the attention of many is a direction by the Delhi High Court. It has sought the response of the government on a plea for setting up designated courts to deal with violation of a law banning unregulated deposit schemes like ponzi scams. A bench of Chief Justice D N Patel and Justice C Hari Shankar issued notice to the Delhi government seeking its stand by 22 May on the petition which also seeks appointment of a competent authority as provided under the Banning of Unregulated Deposit Schemes Act, 2019.
The plea by Abhijit Mishra, a financial economist, also seeks formulation of rules for the implementation of the Act. Mishra, in his petition filed through advocates Payal Bahl and Ameet Singh, has said though the law came into effect from February last year, the Delhi government is yet to appoint a competent authority or set up designated courts as provided for under the Act. No rules have also been framed for implementation of the Act, the plea has claimed. It has contended that Mishra had made several representations to the authorities concerned, including the government and the Delhi High Court, to appoint a competent authority and set up designated courts.
However, no action was taken and therefore, he filed the instant petition, Mishra has said. He has further contended that under section 7 of the Act, ‘Government of National Capital Territory of Delhi has to appoint officers who are at the rank of Secretary to the statutory position of the competent authority’. The petition has also claimed that under section 8 of the Act, the Delhi government has to seek concurrence of the high court for setting up the designated courts which are to be presided over by a judge ‘not below the rank of District and Sessions Judge or an Additional District and Sessions Judge’. Mishra has contended that in the absence of rules for implementation of the Act, police officers don’t know the procedure to be followed for prosecution of violations of this law. ‘By virtue of the information received by the petitioner (Mishra) under the Right to Information Act from the High Court of Delhi, the Delhi government has not made any efforts towards appointment of a competent authority, constitution of designated courts and formulation of rules..,’ the petition has claimed. As the government machinery is busy dealing with corona, wrong-doings, including the white-collar crimes, should not go unnoticed.
 "
How cops are prepared for coronavirus in Chennai,https://newstodaynet.com/2020/03/23/how-cops-are-prepared-for-coronavirus-in-chennai/,"March 23, 2020",Naomi N,Crimes,"Chennai: Besides investigating crimes and inquiring complaints, the city police now have a different task in hand– stop coronavirus from spreading.
Yesterday during the Janta Curfew, the police department worked in tandem with the civic body and hospitals. Their main responsibilty was to keep people off the road. Raja, a Sub-Inspector says, ”I have never seen something like this in my entire life”. Most of the police personnel say the public co-operated with them.
For the next few days, their main duty would be crowd controlling. Tamil Selvi, Sub-Inspector of Velacheri, says, ”We will have to ensure people do not gather in public places. Hereafter, while coming out of home, everyone will have to wear a mask. At least use handkerchief or shawl as face mask.”
About the curfew, she said that it was just doctors, nurses, hospital staff and civic body using the roads for commute. The Corporation staff were cleaning and sanitising the roads. The people were well aware and stayed indoors.
For the past few days we have been running our own campaign educating people on handwash, giving handsanitisers and asking them to keep surroundings clean. She said that even the police personnel cleaned up a few places. In some places where there are hostels and paying guest accommodation, many of them are unable to travel back to native places such as Maharashtra and Karnataka.
”We asked the hostel owners not to pressurize them into leaving”, she says. Even the petitioners coming to the police stations are being made to wash hands with soap on coming in and leaving. But what about the security for police who are working day and night?  Sathya, a Sub-Inspector at Vepery station says, ”Firstly, we are not scared of it. Some stations have asked women police not to come for duty. We are taking precautions and wearing masks all the time and washing our hands.”"
Asia Pacific banks lag in integrating fraud compliance functions: FICO survey,https://newstodaynet.com/2020/03/06/asia-pacific-banks-lag-in-integrating-fraud-compliance-functions-fico-survey/,"March 6, 2020",NT Bureau,Crimes,"Chennai: A recent survey by global analytics software firm FICO has revealed that only 18 per cent of Asia Pacific (APAC) banks have a strategic plan to fully integrate their fraud and anti-money laundering (AML) compliance functions, even though 71 per cent say that convergence will improve the ability to stop fraud and financial crimes.
This puts their planning efforts significantly behind that of their Western peers. In an earlier survey commissioned by FICO in 2019, 24 per cent of US banks and 47 per cent of UK banks had strategic plans to fully integrate functions. FICO estimates that 80 per cent of the functionality to do fraud checks and AML checks on a new account opening is the same.
The survey found that most Asia Pacific banks (38 per cent) are instead actively looking at a more tactical approach, actively sharing resources where synergies exist. Examples of this being the sharing of data, controls or staff. Just 12 per cent of banks in both the US and UK said they were pursuing this approach.
‘What we are seeing in Asia Pacific is most likely the fast-follower mentality coming through,’ said FICO’s Compliance Lead in Asia Pacific, Timothy Choon. ‘Many banks in region are closely watching those who are making the change overseas to see what lessons they can learn from first-movers before embarking on a similar program of change.’
When asked about current levels of integration, most banks in Asia Pacific admitted they currently had siloed operations. In terms of which areas currently operated separately or had low levels of collaboration, 95 percent nominated controls, 94 percent detection systems and 91 percent investigative systems, the survey said."
How do white collar criminals evade justice?,https://newstodaynet.com/2020/02/22/how-do-white-collar-criminals-evade-justice/,"February 22, 2020",Mohammed Rayaan,Crimes,"Chennai: In recent times, several cases of bank loan frauds have flooded the headlines. In nearly every major scams, it can be noted that the accused have always evaded justice – making the system or law that holds such rule breakers accountable – appear weak.
According to a report published by Reserve Bank of India (RBI), it said frauds have been predominantly occurring in the loan portfolio, both in terms of number and value. The report declared that Private Sector Banks (PSB) accounted for a bulk of frauds reported in 2018-19 – 55.4 per cent of the number of cases reported and 90.2 per cent of the amount involved.
However it added, ‘Incidents relating to other areas of banking viz., card/internet, off-balance sheet and forex transactions, in terms of value, have reduced in 2018-19.’
Major scandals
Reading such reports reminds one of major scams that brought India’s banking system under the scanner. In September last year, customers of Punjab & Maharashtra Co-operative (PMC) bank were in for a shock when RBI imposed operational restrictions for six months after PMC was found to have given over Rs 6,700 crore loans to HDIL through fraudulent means.
Likewise, in October 2016, ICICI Bank-Videocon scam came into spotlight after a whistleblower raised concerns over shady loan deals. And who can forget the flamboyant liquor baron Vijay Mallya’s loan defaults of over Rs 10,000 crore to Indian banks or Nirav Modi’s dramatic escape to UK after getting involved in scam worth $1.4 billion?
Modus Operandi
The RBI report found that ‘the modus operandi of large value frauds – that account for 86.4 per cent of all frauds reported during the year in terms of value – involved diversion of funds by borrowers through various means, mainly via associated or shell companies, accounting irregularities, manipulating financial or stock statements, opening current accounts with banks outside the lending consortium without a no-objection certificate from lenders and devolving of Letter of Credits (LCs).’
Lesser known scams
While people are often aware of billionaires tricking the system and escaping justice, there are also ‘several lesser known criminals’ who slip from law enforcers’ grip. Take for instance, Ranchi-based businessmen, Mohit Narsaria and Narayan Narsaria. According to media reports, the total current debt taken by their firms, KN Narsaria Pvt Ltd and Narsaria Construction Pvt Ltd alone has exceeded over Rs 22 crores with Bank of India. The brothers have failed to pay electricity bill amounting more than Rs 10 lakh and other taxes. Mohit Narsaria has previously been accused of money laundering, fraud, harassment, among others.
Additional loans in crores has been taken directly in their individual names through Bank of India, UCO Bank, and other private banks. In the last five years, these companies have defaulted multiple times in repayment of their loans to the bank. In 2016, the Bank of India’s risk team had flagged the account as Non-performing Asset (NPA). Reports say that each of the default incidents and non payment of installment issue was done away with insider ‘setting’ with bank and the account was allowed to be restructured without proper risk assessment or auditing of collaterals and security.
Evading justice
Reading such shocking details makes one ask, how do such criminals escape police detection? The RBI report warned that the frauds show ‘lack of adequate internal processes, people and systems to tackle operational risks.’
Financial research scholars, Geetika Sood and Meenu Bala in their study, ‘White Collar Crimes in India‘ published by the International Journal of Trend in Scientific Research and Development, explain, ‘After committing the crimes most of the offenders get away without getting any punishment because there are not enough laws to deal with such kind of crimes.’ There investigations state, ‘In many cases, because of the supreme political connections most of the offenders get away without any punishment. Moreover, in many cases there are no witnesses for the said offences as such offences are committed in private.’
Several financial experts also believe that RBI’s power of monitoring the performances of PSBs should be tightened and conducted regularly. They also suggest slapping severe punishments to those who get involved in axis of money’s evil."
UN confirms 22 killed in Cameroon massacre,https://newstodaynet.com/2020/02/17/un-confirms-22-killed-in-cameroon-massacre/,"February 17, 2020",PTI,Crimes,"Libreville: A massacre in an anglophone region of Cameroon left up to 22 villagers dead including 14 children, the UN said, with an opposition party blaming the killings on the army.
Armed men carried out the bloodshed on Friday in the village of Ntumbo in the Northwest region, James Nunan, a local official of humanitarian coordination agency OCHA, told AFP on Sunday.
”Up to 22 civilians were killed, including a pregnant woman and several children,” Nunan said, adding that 14 children under age 18 — including nine under age five — were among the dead.
Eleven of the children were girls, said Nunan, head of OCHA’s office for the Northwest and Southwest regions, which are home to the West African country’s large English-speaking minority.
Separatists in the regions have been fighting the central government for three years.
The Movement for the Rebirth of Cameroon, one of the country’s two main opposition parties, issued a statement saying: ‘The dictatorial regime (and) the supreme head of the security and defence forces are chiefly responsible for these crimes.’
A key figure in the separatist movement, lawyer Agbor Mballa, in a Facebook post also accused ”state defence forces” of carrying out the killings.
The three-year conflict between anglophone forces seeking to break away from French-speaking Cameroon has claimed more than 3,000 lives and forced more than 700,000 people to flee their homes.
Friday’s killings followed elections on February 9 that were marred by violence in the regions blamed both on separatists and security forces."
Impeachment trial sees acrimonious scene,https://newstodaynet.com/2020/01/22/impeachment-trial-sees-acrimonious-scene/,"January 22, 2020",PTI,Crimes,"Washington: The US Senate has started the historic impeachment trial of President Donald Trump amidst an “acrimonious scene” among the Senators from the ruling Republican party and the opposition Democrats over the rules of the game.
The impeachment trial began on Tuesday and comes nearly a week after the House of Representatives, where the Democrats enjoy a majority, voted to send articles of impeachment against President Trump to the Senate.
In a 228-193 vote, which was mainly on party lines, the House had appointed seven impeachment managers to argue Democrats case for removing Trump from the office. The managers – Congressmen Adam Schiff, Jerrold Nadler, Zoe Lofgren, Hakeem Jeffries, Val Demings, Jason Crow, and Sylvia Garcia – were named by House Speaker Nancy Pelosi.
The 435-member House on 18 December charged Trump with “high crimes and misdemeanors” and impeached him for pressuring Ukraine to investigate former Vice President Joe Biden, a potential Democratic rival for the current president in the 2020 elections. President Trump’s lawyers submitted a trial brief Monday calling his impeachment by the House ‘a dangerous perversion’ of the US constitution and demanding his immediate acquittal by the Senate. On Tuesday, the Senate started the historic trial in “utter acrimony” as the debate was a technical one about the rules and procedures to govern the trial, the The New York Times reported.
Trump’s close-ally Mitch McConnell laid out ground rules that would block subpoenaing key witnesses or documents while each side makes its case — potentially crippling prosecutors’ arguments. Flexing his solid 53-47 majority, the Republican Senate leader also made clear he would summarily block any Democratic attempts to change his rules.
“The basic structure we’re proposing is just as eminently fair and even-handed,” McConnell said. Adam Schiff, the leader of the House impeachment managers prosecuting Trump, countered that the process ‘makes no sense’ for a trial, and was designed instead to ensure evidence is never heard and Trump is exculpated.
Political experts say that Trump is likely to emerge victorious as his Republican party enjoys majority in the Senate. This is only the third time in American history that a US President is facing impeachment trail in the Senate. Confident of the end result of the impeachment trial, Trump was in Davos to attend the annual meeting of World Economic Forum, where he met the leaders of various countries including, Pakistan’s Prime Minister Imran Khan.
The White House said that the Democrats were a joke and they have no case at all. “The Democrats are an utter joke – they have no case, and this latest political stunt proves it. The idea that the Counsel to the President has to turn over protected documents and confidential information is ludicrous, and to imply he can’t represent the President of the United States in an impeachment proceeding is completely absurd,” White House Deputy Spokesperson Hogan Gidley said.
The Democrats charged the Republican leadership in the Senate of being biased and not fair. “The public realises how unfair the McConnell proposal is, and the pressure that we have put on them and on Republican senators has gotten them to change,” Senate Minority Leader Chuck Schumer said. This was rejected by the GOP leaders. “This initial step will offer an early signal to our country: Can the Senate still serve our founding purpose?” McConnell said."
Former US MP gets 2 years imprisonment,https://newstodaynet.com/2020/01/18/former-us-mp-gets-2-years-imprisonment/,"January 18, 2020",PTI,Crimes,"NEW YORK: A former congressman who was one of President Donald Trump’s first supporters was sentenced to two years and two months in federal prison after admitting he helped his son and others dodge $ 800,000 in stock market losses when he learned that a drug trial by a small pharmaceutical company had failed.
Christopher Collins, 69, was sentenced by US District Judge Vernon S Broderick in Manhattan after the Republican pleaded guilty in October to conspiracy to commit securities fraud and lying to law enforcement officials. Collins broke down and apologized to his family and his former constituents and colleagues.
“I stand here today as a disgraced former member of Congress,” he said. “My life has been shattered.” The sentence came even after Collins’ lawyers argued he was sorry and should face no prison time in the insider trading case. Prosecutors, however, argued he should go to prison for nearly five years.
They said Collins and his son, Cameron, were worth a total of $ 35 million when they conspired to sell shares in a pharmaceutical company before devastating news was made public. The trading, prosecutors said, enabled Cameron Collins and friends to dodge $ 800,000 in losses. Collins’ attorneys urged the judge for leniency, citing his contrition, advanced age, charitable works and a low chance that he would commit any more crimes.
“This is a sad and tragic day for Chris and his family,” defence attorney Jonathan Barr said. “He stands before you humbled, penitent and remorseful.” Collins had represented western New York since his election to the state’s 27th Congressional District in 2012. He resigned when he decided to plead guilty to a single conspiracy count, leaving the district’s constituents without representation in Congress. Prosecutors faulted Collins for campaigning for a reelection race he won after his arrest and then continuing to serve.
They said Collins learned that Innate Immunotherapeutics Ltd., whose board he sat on, had failed a drug trial when he received a telephone call while he attended the annual Congressional Picnic at the White House on 22 June, 2017. Knowing that Innate’s stock would plunge when news got out, Collins “from the White House lawn” tried to reach his son to tip him off so he could sell his shares, prosecutors said.
Prosecutors said he then conspired with family members to claim Cameron Collins and friends sold shares because they were spooked by a temporary halt in the trading of the stock rather than because they knew the stock price would fall 92 per cent for the company headquartered in Sydney, Australia, with offices in Auckland, New Zealand. Assistant US Attorney Max Nicholas disputed the defense claim that the crime was the result of a tragic and emotional moment when Collins wasn’t thinking straight after learning the drug trial failed.
The prosecutor noted there was a 10-month gap between his first crime when he called his son and the second when he lied to the FBI, which described as Collins “doubling down.” “We do not agree this crime was emotional,’ Nicholas said. Broderick called it baffling that Collins would exercise such poor judgment when he and his son had the financial means to deal with any loss. ‘I have a difficult time reconciling that,” the judge said.
“It was a stupid, impulsive action that doesn’t make sense,’ Barr, Collins’ defence attorney, responded. ‘He really thought this company had something that was going to be a magic bullet for somebody with a really serious illness.”"
Editorial: No more delays,https://newstodaynet.com/2020/01/18/editorial-no-more-delays/,"January 18, 2020",NT Bureau,Crimes,"Now that the President has rejected the mercy plea and a Delhi court issued fresh death warrants for 1 February, 6 am against the four convicts in the Nirbhaya gang rape and murder case, there will hopefully be no more delays in serving the sentence on them.  The punishment which is to be given to them would send a sound warning to all those who take women for granted.
On Friday, Additional Sessions Judge Satish Kumar Arora, who was hearing a plea by one of the four death row convicts in the case, Mukesh Kumar Singh, seeking postponement of the date of his execution scheduled for 22 January, issued fresh death warrants.  Earlier in the day, the Tihar jail authorities sought issuance of warrants against the four convicts.
Public Prosecutor Irfan Ahmed told the court that Mukesh’s mercy plea was rejected by President Ram Nath Kovind on Friday. The 23-year-old paramedic student, referred to as Nirbhaya, was gang raped and brutally assaulted on the intervening night of 16-17 December, 2012 inside a moving bus in south Delhi by six persons before being thrown out on the road.  She died on 29 December, 2012 at Mount Elizabeth Hospital in Singapore. Her sacrifice should save more and more women from crimes."
Ramapuram gets “third eye”,https://newstodaynet.com/2020/01/04/ramapuram-gets-third-eye/,"January 4, 2020",P T Usha,Crimes,"Photo file of CCTV camera
CHENNAI: While there is an alarming rise in the crime rate in and around Porur, the residents of Ramapuram have come up with a precautionary method to safeguard the residents. The Kurinji Nagar House Owners’ Welfare Association installed a number of 75 CCTV IP (Internet Protocol) cameras with 5 MP resolution.
The installing ceremony was conducted in the locality recently. It was inaugurated by Deputy Commissioner of Police. This operation of IP cameras in Kurunji Nagar cover the First and Second Main Roads and 10 connecting crossroads, which is approximately half a square kilometre area. All these cameras are connected to a centralised system located at the association office.
The association organized a grand ceremony for the launch of CCTVs. Officials from police department, corporation, metro water, electricity board, representatives and office-bearers of the various residents’ welfare associations attended the function. They also congratulated the office bearers of the association who completed the task within a short span of two months.
POLICE PRAISES
Deputy Commissioner of Police, D Ashok Kumar was the chief guest of the ceremony. He inaugurated the operation of the CCTV cameras. During his speech, he highlighted how the police department has solved several difficult cases through CCTV camera footage and given the statistical account of reduction in crime rate in Chennai with the help of CCTV footages.
The increase in crimes in our city can be blamed on migrants from other states. They stay here for a while, scan the locality, indulge in theft and later vacate the place. In such cases, “CCTV footages are of great help,” said the police department
RESIDENTS HAPPY
“It is satisfying to know that someone is there to back us up. Now, we also want to co-operate with the members and help them with their various initiatives, many of which are eye-openers to the residents here. We will support the association with their mission in the future too,” said a resident of Mangala Nagar, Kumudha.
STUDENTS STAND HIGH
School students in Kurinji Nagar involved in raising awareness about CCTVs by enacting skits. They performed well and received appreciations from residents. Mementoes were given to all participants."
